number;id;comments;title;createdAt;closedAt
230;MDU6SXNzdWUzNjEzNjc2Ng==;{'totalCount': 21};Can I use this in my Sass project?;2014-06-20T03:02:29Z;2014-09-02T05:49:43Z
232;MDU6SXNzdWUzNjI0Nzc3NQ==;{'totalCount': 1};Doesn't respect main.css;2014-06-22T17:19:38Z;2014-07-05T17:33:04Z
234;MDU6SXNzdWUzNjM4MjE1OA==;{'totalCount': 4};entrance bugs?;2014-06-24T13:14:15Z;2014-07-06T20:49:24Z
235;MDU6SXNzdWUzNjU4MzMwMw==;{'totalCount': 1};Doesn't support IE?;2014-06-26T14:54:24Z;2014-07-05T17:26:49Z
236;MDU6SXNzdWUzNjY3ODIzMw==;{'totalCount': 3};A CSS property which have been used for animation can't be used for hover in chrome;2014-06-27T15:43:23Z;2014-06-30T02:01:23Z
237;MDU6SXNzdWUzNjg2MzEyNw==;{'totalCount': 1};Document how to avoid globbing issue...;2014-07-01T05:18:20Z;2014-07-01T06:38:47Z
238;MDU6SXNzdWUzNzE5NTY1OA==;{'totalCount': 2};Use translate 3D;2014-07-05T09:37:10Z;2014-07-06T20:48:37Z
242;MDU6SXNzdWUzNzM3Nzc5Mg==;{'totalCount': 6};Firefox scrollbar shows on animation on demo site.;2014-07-08T14:54:25Z;2014-07-10T20:37:31Z
244;MDU6SXNzdWUzNzQ3NjgyNg==;{'totalCount': 2};It seams that when you add too big of a delay, the animation just fades in, instead of fading from the left;2014-07-09T15:26:24Z;2014-08-21T18:10:47Z
246;MDU6SXNzdWUzNzYyOTM2OQ==;{'totalCount': 0};rotateOutDownLeft bug;2014-07-11T05:38:22Z;2014-08-07T15:31:17Z
249;MDU6SXNzdWUzNzk5NjIzOA==;{'totalCount': 1};Would it be useful to include a Modernizr detection example?;2014-07-16T15:49:23Z;2014-07-16T23:24:23Z
250;MDU6SXNzdWUzODAxNzQ0MQ==;{'totalCount': 4};Missing slide animations in 3.2.0;2014-07-16T19:42:21Z;2014-08-07T15:34:51Z
251;MDU6SXNzdWUzODE2MjQ4Ng==;{'totalCount': 2};Identifier 'no_dest' is not in camel case.;2014-07-18T09:52:41Z;2014-08-07T15:37:59Z
252;MDU6SXNzdWUzODE5NjgzNA==;{'totalCount': 4};Animating text gets really ugly in Safari;2014-07-18T17:41:22Z;2015-03-04T23:07:42Z
253;MDU6SXNzdWUzODI1NzQ2Mw==;{'totalCount': 1};Slidesjs - animation run one time only.;2014-07-20T13:16:48Z;2014-08-07T15:36:56Z
254;MDU6SXNzdWUzODM1MzcwOQ==;{'totalCount': 8};fadeInRight/Left is bit fast and longer in the new version;2014-07-21T23:00:03Z;2014-09-02T05:48:31Z
257;MDU6SXNzdWUzODUyNTExNg==;{'totalCount': 10};BounceInUp issue with Android 4.3;2014-07-23T12:43:48Z;2014-08-07T15:32:14Z
258;MDU6SXNzdWUzODgxMzA4OA==;{'totalCount': 2};rotateOutDownLeft bug;2014-07-26T08:24:28Z;2014-08-07T15:31:34Z
259;MDU6SXNzdWUzODg5MTAyMQ==;{'totalCount': 2};3.2.1 Release;2014-07-28T13:44:44Z;2014-09-02T05:47:04Z
260;MDU6SXNzdWUzOTQxMzYxMQ==;{'totalCount': 2};Demo site doesn't work in Chrome;2014-08-04T11:50:38Z;2014-08-04T12:23:33Z
261;MDU6SXNzdWUzOTQ1ODM4OA==;{'totalCount': 1};Allow composer package support;2014-08-04T20:35:55Z;2014-08-07T15:30:48Z
